age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,loan_defaulted
56,43216.67,5.4,25584.89,48,9.06,684,5,0,2963.98,7,0
24,100158.05,1.1,10010.84,48,6.91,724,5,0,8107.2,10,0
42,15000.0,1.3,1257.01,60,8.71,656,6,0,1224.08,7,0
45,113175.01,8.5,21581.46,48,7.32,726,4,0,8911.25,1,0
39,80225.86,5.9,12394.71,36,9.38,620,1,0,6289.14,8,1
31,52995.68,0.5,34441.64,36,8.2,685,7,1,3333.85,1,0
31,72330.96,5.2,8236.82,36,9.74,591,3,1,5762.81,3,0
27,58294.97,3.3,12356.94,12,9.22,653,2,0,3776.02,1,0
42,20080.84,10.0,29334.21,48,11.12,552,3,0,913.53,5,1
35,37516.0,8.0,20188.46,48,9.88,628,2,0,2615.46,6,0
37,58579.72,0.8,3766.16,36,7.33,689,1,1,4764.79,1,0
35,15000.0,2.2,19351.44,24,8.3,685,5,0,372.14,9,0
26,146870.51,6.4,15147.63,48,8.46,678,1,0,11866.13,17,0
44,40790.86,9.9,16605.47,36,9.43,628,0,0,2867.86,13,0
34,42921.0,6.1,32784.78,36,8.62,680,3,0,2539.99,14,0
35,126287.57,4.8,10431.57,36,7.51,683,4,0,10199.43,1,0
36,63810.17,2.9,53394.38,24,11.98,506,0,0,2804.55,2,1
35,15000.0,7.4,26294.91,24,8.5,658,4,2,54.75,16,0
43,70909.28,0.7,8983.44,36,6.99,756,1,0,5631.77,7,0
39,35417.79,2.7,7063.89,60,9.03,689,1,2,2804.75,10,0
24,43754.54,19.7,4340.49,24,7.23,774,3,2,3451.42,16,0
30,36207.57,2.1,35647.29,48,12.18,494,4,0,2075.41,14,0
24,44102.3,3.4,6471.06,36,8.74,657,6,0,3470.2,2,1
33,70573.94,0.7,18848.86,24,6.41,750,1,0,5042.28,16,0
44,19190.7,3.0,12229.28,12,8.16,697,2,0,534.51,2,1
20,84656.78,2.5,20766.33,36,10.8,595,1,0,6376.83,1,0
38,18540.02,3.9,25135.24,36,12.07,560,6,0,709.31,12,0
36,28873.36,8.3,19249.41,12,6.64,780,2,0,743.72,10,0
43,24770.69,2.1,3142.5,36,9.68,628,0,0,1963.3,14,0
36,36502.84,3.0,43832.22,36,10.49,579,2,0,1617.46,11,0
35,15000.0,11.3,25062.9,48,8.37,655,3,0,633.78,9,0
20,59727.14,1.0,27189.98,12,12.81,513,5,0,2551.15,10,0
39,36445.01,2.0,64725.17,36,12.08,487,2,0,884.81,14,0
35,64770.71,1.5,13168.58,12,10.67,542,3,0,4235.72,2,1
24,71221.31,0.0,8195.39,36,10.33,601,4,0,5669.4,16,0
37,29345.06,2.3,51258.08,48,9.5,646,2,0,1157.66,6,0
45,86173.66,0.9,26740.7,12,9.32,604,2,1,4838.65,14,0
53,249511.59,3.1,18188.57,48,8.1,688,4,0,20347.74,6,0
49,77033.16,2.5,3057.95,60,6.64,784,2,0,6359.4,7,0
58,36288.28,5.0,4759.69,24,6.83,727,1,0,2811.29,7,0
36,83226.47,10.0,14715.99,36,9.63,627,4,0,6463.25,16,0
44,58199.86,4.5,7481.33,24,8.93,668,2,0,4508.45,9,0
30,57360.18,13.6,13068.41,60,16.45,327,4,0,4459.08,2,1
30,15396.19,5.5,65968.71,36,8.51,663,6,0,-799.76,3,0
44,29654.28,3.5,15827.58,36,8.25,669,2,0,1973.38,7,0
36,19910.24,1.9,21667.07,12,8.4,706,3,0,-229.61,8,1
41,206843.91,0.1,18732.51,36,8.96,629,5,0,16641.65,1,0
18,24915.22,1.6,7664.81,48,11.31,546,5,1,1877.01,5,1
19,45429.71,0.6,3205.47,12,11.65,543,2,0,3501.53,15,1
29,39913.01,2.8,29719.87,12,6.19,726,5,0,765.6,0,1
33,33074.97,7.1,42574.18,60,7.23,712,1,1,1908.6,16,0
44,15000.0,5.1,27923.21,36,4.51,850,2,0,419.25,3,0
38,23365.62,2.0,28027.37,36,7.93,733,3,0,1069.76,1,0
46,107459.9,0.1,18266.29,36,10.09,564,5,0,8364.82,4,0
21,99383.06,6.0,9654.79,12,10.51,584,7,0,7430.82,7,0
35,23922.45,1.8,22882.23,36,12.32,503,0,0,1230.02,2,1
29,26930.71,1.2,4581.29,36,10.28,620,3,1,2095.8,11,0
41,35914.41,0.5,8086.14,48,8.54,695,1,0,2793.4,9,0
28,19308.67,0.2,11718.98,36,7.13,770,4,1,1246.51,15,1
34,20176.51,2.6,8096.7,36,9.4,634,3,0,1422.39,11,0
41,56768.04,9.1,8454.93,36,7.05,749,3,1,4469.41,1,0
18,28521.23,0.0,10934.46,48,6.79,750,2,0,2115.99,0,1
42,41867.85,3.4,5162.89,24,9.11,624,4,0,3252.86,16,0
37,22977.53,4.3,21630.49,48,5.94,834,3,0,1407.4,10,0
52,69863.77,7.3,9536.24,12,7.24,731,2,0,4995.79,6,0
51,48514.98,9.0,25575.11,60,10.83,528,4,0,3489.02,2,1
45,171929.94,16.6,18351.1,24,10.33,601,3,0,13477.89,7,0
30,88987.08,4.3,3304.78,36,7.58,745,3,1,7312.67,11,0
40,55235.38,1.1,17642.73,24,8.61,679,4,1,3800.1,13,0
26,27047.41,14.4,38919.02,36,10.97,567,1,0,980.34,15,1
47,31252.3,0.0,28193.7,36,10.67,611,4,1,1685.73,10,0
51,36572.32,1.9,25081.32,36,8.22,698,0,0,2259.19,6,0
41,35510.61,7.4,13037.99,12,7.27,705,4,0,1829.46,5,1
39,20211.87,1.5,5842.53,24,6.04,850,4,0,1425.27,14,0
34,20739.49,1.4,18057.97,36,8.88,649,2,0,1155.06,14,0
40,41754.64,3.8,23425.01,12,7.34,738,1,0,1448.99,7,0
52,17895.46,1.6,26003.15,24,14.82,371,6,1,232.71,2,1
19,22246.0,4.4,28642.54,24,7.65,704,2,1,562.98,1,0
20,66080.72,4.0,5522.97,24,12.37,492,3,0,5245.79,5,1
18,18485.46,0.4,10298.99,12,7.53,720,3,0,646.8,4,0
41,24032.65,4.6,23001.02,60,11.17,575,2,0,1500.67,1,0
32,132463.73,1.5,9391.61,12,9.73,620,4,0,10214.15,9,0
20,74535.91,5.8,7590.1,48,7.57,649,3,2,6027.56,3,0
31,22966.18,11.6,11170.82,24,9.55,612,4,0,1400.69,10,0
45,25559.63,2.0,8009.43,36,10.33,565,4,0,1870.28,13,0
49,120004.46,3.5,26975.88,12,7.51,741,2,0,7659.89,16,0
44,15000.0,2.5,6248.46,24,9.63,630,2,1,962.73,15,1
29,51538.22,14.9,14332.2,24,8.35,671,3,0,3644.35,6,0
33,34651.38,2.0,10751.22,24,9.29,645,3,0,2395.02,13,0
35,17580.92,1.8,19887.82,48,6.33,777,2,0,995.0,7,0
32,59138.77,1.9,14400.04,36,5.4,850,2,0,4494.06,3,0
19,23413.41,1.4,27397.24,48,5.11,850,2,0,1318.81,11,0
36,15000.0,5.7,24266.36,36,8.4,678,4,0,485.09,9,0
27,64543.51,9.4,6995.92,48,10.89,617,1,0,5198.19,16,0
37,41125.71,1.6,6173.23,24,8.28,655,4,0,3147.15,9,0
25,33549.61,1.2,4927.62,36,13.1,454,3,0,2629.53,12,0
35,52931.19,11.4,50934.21,36,8.63,657,1,0,2800.0,17,0
38,35776.49,0.5,8779.29,36,6.85,783,3,0,2710.9,7,0
43,43093.1,1.5,6257.59,36,6.42,782,2,0,3399.53,3,0
28,38355.55,3.5,19965.54,12,8.98,689,3,1,1450.47,10,0
20,23484.33,0.8,23287.61,60,14.74,397,3,0,1406.19,14,0
38,30960.92,9.2,22063.03,12,4.85,850,4,1,692.83,16,0
26,20695.7,5.8,17053.16,12,7.72,681,6,0,243.42,2,1
34,21112.88,2.5,16172.37,48,10.71,551,1,0,1343.7,5,1
24,15701.36,7.3,5094.62,24,11.59,543,4,0,1069.6,6,0
34,34281.76,0.1,9671.44,12,8.42,676,3,1,2013.63,11,0
40,133051.45,0.9,11552.09,48,11.32,533,2,1,10787.25,3,0
33,35852.31,13.5,1821.47,60,8.37,696,2,0,2950.44,13,0
35,82067.52,3.4,20090.9,24,8.13,709,3,0,5929.11,6,0
53,37189.06,0.4,21601.58,12,9.33,649,1,0,1206.69,11,0
21,62469.9,11.4,23849.89,48,8.47,707,4,0,4618.3,6,0
21,98114.57,5.0,9039.41,24,9.83,607,3,0,7759.8,1,0
35,21482.06,8.3,12137.74,48,8.11,691,3,1,1493.23,6,0
32,34436.45,3.3,15831.16,48,5.75,805,2,1,2499.72,12,0
35,154656.75,1.3,13407.8,12,7.5,704,3,0,11724.84,9,0
30,17085.46,2.4,20602.36,48,7.39,758,4,1,926.7,16,0
31,15000.0,3.8,4145.62,36,8.25,661,5,1,1119.61,4,0
36,15479.58,2.0,17136.21,36,6.94,757,5,0,761.32,7,0
42,35489.35,2.8,12868.14,24,8.23,671,2,0,2374.1,7,0
43,56413.67,0.6,36969.8,12,7.24,727,3,0,1498.17,10,0
41,43026.9,1.7,5787.36,12,10.45,560,1,0,3075.56,5,1
24,229273.37,5.6,5977.05,36,10.81,570,3,2,18910.97,13,0
26,39651.77,4.7,38187.38,36,13.33,497,4,0,2011.55,13,0
33,15000.0,0.7,11686.28,48,9.52,629,1,0,956.29,9,0
51,166756.16,0.4,14193.0,36,11.57,515,5,0,13427.85,7,0
48,34675.36,0.6,25634.93,36,8.88,672,1,0,2075.86,16,0
18,79704.28,0.7,30557.2,36,9.44,608,0,1,5664.04,16,0
34,58622.48,4.8,14577.82,60,5.24,850,3,0,4608.5,16,0
26,136885.81,5.1,8169.51,24,7.41,717,4,0,11039.86,11,0
32,218143.51,2.6,36505.43,60,7.46,773,1,1,17447.83,14,0
53,70399.64,2.2,6491.54,48,6.62,776,0,0,5712.33,8,1
37,28689.31,4.6,5414.89,36,6.99,739,4,0,2223.6,16,0
38,77755.53,6.4,28830.66,60,7.93,650,4,1,5896.01,11,0
31,60403.93,4.7,13876.09,36,7.73,699,3,2,4600.56,5,1
43,118985.21,2.7,6664.98,36,7.32,740,0,0,9708.66,0,1
41,146662.11,1.9,12534.59,48,9.18,642,2,0,11908.85,4,0
41,27767.11,4.4,10721.57,48,7.76,704,1,0,2053.39,12,0
43,54998.74,8.9,45698.02,36,6.48,770,3,0,3183.05,12,0
37,15000.0,0.6,3256.13,36,9.18,629,4,0,1146.18,3,0
44,96350.43,0.9,10361.44,36,8.66,645,3,0,7701.35,6,0
30,64013.26,1.1,10407.88,12,9.09,679,2,0,4423.82,12,0
33,88669.65,3.6,22633.53,36,12.92,465,4,0,6627.4,13,0
25,46640.71,3.7,33025.63,36,8.17,690,2,0,2849.23,9,0
39,36761.28,3.0,35041.07,60,11.82,511,1,0,2287.15,17,0
41,144091.13,5.3,7157.43,60,9.71,612,1,0,11856.54,17,0
34,85077.34,0.6,14170.39,24,7.85,718,4,0,6449.86,12,0
43,92867.69,9.2,23125.71,12,8.23,679,4,0,5724.84,10,0
44,24446.81,8.0,11204.79,24,5.65,746,1,1,1542.4,7,0
51,15000.0,2.1,12655.8,36,8.63,669,2,0,849.72,17,0
37,23666.48,6.0,2632.74,48,10.86,535,6,0,1904.34,8,1
30,24974.28,6.8,7428.03,24,9.54,588,4,0,1740.0,7,0
31,25809.34,8.1,9200.76,36,14.81,385,4,1,1832.69,4,0
49,15000.0,14.4,25108.15,36,10.14,639,5,0,438.18,13,0
33,20436.94,1.5,15141.65,48,6.72,735,1,0,1342.46,7,0
27,25357.02,4.4,5544.09,36,8.54,657,3,0,1937.97,12,0
30,86263.36,1.8,6126.48,60,8.52,656,4,2,7062.86,4,0
37,28435.75,5.4,18452.75,12,7.52,752,2,0,768.56,1,0
45,58215.14,2.7,22058.97,60,7.06,743,6,1,4413.84,12,0
25,46302.28,0.6,14742.08,24,8.65,644,2,0,3187.4,6,0
18,15000.0,0.2,18095.48,36,7.27,687,3,0,689.03,2,1
53,249511.59,3.1,18188.57,48,8.1,688,4,0,20347.74,6,0
42,118056.58,3.3,13672.19,36,8.51,658,1,0,9406.39,16,0
25,15209.06,2.0,7001.39,24,6.15,794,5,0,956.64,1,0
20,46152.92,5.3,9827.59,48,11.43,569,6,1,3590.02,8,1
27,36755.89,1.5,21903.73,48,9.91,632,4,0,2508.4,10,0
34,50885.39,6.3,18251.12,48,8.29,702,5,0,3792.4,9,0
31,76362.68,0.5,7902.74,48,10.93,557,1,1,6159.57,4,0
35,68925.54,2.3,5969.16,60,5.14,850,3,0,5630.77,6,0
21,22799.13,4.1,14325.76,24,9.57,610,2,0,1241.71,12,0
24,37600.14,5.4,19749.43,48,7.83,717,3,0,2652.78,12,0
43,34652.63,7.3,1740.48,24,9.01,635,3,0,2808.2,7,0
38,51920.82,0.2,16938.1,36,12.05,507,0,0,3763.74,1,0
54,20189.94,2.3,4814.34,36,9.53,589,4,0,1528.21,1,0
30,33859.69,0.5,10506.27,36,8.83,671,0,0,2488.37,1,0
38,34563.59,15.9,5653.72,24,11.77,505,3,0,2614.77,7,0
24,33222.61,1.9,18480.25,24,10.02,620,5,0,1915.61,11,0
37,61745.19,6.6,14940.33,36,10.54,586,5,1,4659.55,1,0
35,31641.73,1.8,40739.66,36,9.95,617,1,0,1323.21,4,0
45,42056.96,14.4,14688.74,36,9.87,606,3,0,3031.68,9,0
25,60747.15,1.3,9643.6,12,9.45,639,3,0,4216.9,4,0
37,21102.82,8.4,5080.62,48,9.23,621,3,0,1631.58,17,0
30,57478.85,3.3,6155.0,60,6.16,786,3,0,4670.45,0,1
37,20068.59,10.5,7887.77,36,7.23,783,2,1,1428.0,11,0
47,56725.74,0.6,6727.92,48,10.53,586,2,0,4554.79,1,0
40,362219.84,5.3,12372.26,12,9.67,636,3,0,29099.17,16,0
46,37760.46,1.1,5625.06,36,5.42,850,4,0,2977.05,7,0
44,136148.47,2.4,12688.36,36,10.52,592,2,0,10933.18,7,0
19,49070.31,2.2,9651.64,24,11.57,540,1,0,3636.79,8,1
26,15000.0,3.1,34019.6,48,10.51,594,2,1,378.82,0,1
39,15000.0,1.5,61013.13,36,12.02,521,6,0,-777.09,2,1
25,24585.28,1.1,6882.22,36,9.23,586,3,0,1829.18,10,0
45,15000.0,2.3,7406.33,48,8.48,684,1,1,1067.52,12,0
54,94157.68,2.1,28717.56,12,9.06,645,3,0,5334.28,14,0
29,15000.0,1.2,5815.17,48,11.46,531,2,0,1098.4,6,0
31,24663.37,1.8,39679.26,24,12.16,514,5,0,184.47,13,0
34,69945.11,3.5,65852.07,12,7.19,798,3,0,125.02,15,1
47,16992.42,6.4,19251.77,36,11.29,506,4,0,783.11,11,0
33,30784.79,12.8,11367.79,24,12.61,481,2,0,2027.03,5,1
45,54046.29,7.8,6099.38,12,10.17,603,3,0,3967.14,16,0
23,46311.91,1.6,20510.02,12,8.95,645,4,0,2066.17,9,0
31,94691.55,12.9,5536.61,36,7.86,704,1,0,7717.82,4,0
31,36511.09,7.0,8032.82,48,4.57,846,5,0,2859.16,17,0
18,39539.37,1.2,75076.89,60,10.14,605,2,0,1694.61,10,0
30,65659.1,2.4,62749.29,48,13.64,423,1,0,3768.18,8,1
20,64868.56,3.5,27635.17,36,10.68,561,1,0,4505.16,14,0
25,55584.79,0.9,36009.71,36,6.95,783,1,0,3521.01,2,1
37,34714.81,6.6,15025.78,36,12.39,489,2,0,2391.03,2,1
33,182660.0,0.1,16637.71,48,10.96,576,2,0,14791.98,13,0
26,64709.1,3.7,23409.66,36,11.54,574,2,0,4620.02,15,1
34,26786.24,8.7,10208.69,60,10.04,622,5,0,2015.08,6,0
31,99847.09,3.9,11162.89,36,7.32,726,0,0,7974.28,0,1
20,31409.02,1.9,31737.29,48,8.56,616,7,0,1834.25,13,0
33,40886.87,2.9,14881.71,48,7.82,766,4,0,3045.19,4,0
18,77077.94,0.0,8405.67,60,9.06,665,4,0,6248.43,17,0
35,25199.41,4.0,5753.33,48,10.39,616,2,0,1952.95,17,0
33,19627.53,1.6,4404.7,36,9.38,636,1,2,1494.78,8,1
25,66227.16,1.8,39278.99,24,10.64,558,3,0,3694.78,8,1
28,19026.72,10.5,18587.19,36,8.39,667,3,0,999.75,11,0
43,20272.0,2.8,5958.43,48,8.78,649,3,0,1541.68,10,0
33,19658.66,5.7,8116.42,36,8.06,697,6,0,1383.66,13,0
37,41441.11,6.6,40844.44,24,9.28,630,6,0,1582.21,17,0
29,63148.5,7.0,18042.2,36,7.7,686,0,1,4699.49,6,0
40,15000.0,0.8,12344.06,36,8.39,652,3,0,860.96,8,1
33,52500.79,1.6,19350.27,24,8.79,602,4,0,3492.92,12,0
53,31501.5,1.9,14907.87,48,10.56,548,3,0,2243.0,9,0
21,48300.28,1.1,46529.1,12,7.19,725,3,0,-5.06,1,0
29,20294.36,0.9,38369.14,36,7.57,700,1,1,496.44,13,0
40,123106.75,1.3,23047.86,36,6.6,773,2,0,9551.45,12,0
54,15000.0,2.6,5644.33,36,9.24,612,2,0,1069.88,1,0
34,30125.95,2.7,18938.14,12,9.59,593,3,0,849.14,15,1
31,58219.39,3.3,13140.83,36,8.48,660,3,0,4436.91,13,0
27,33946.15,1.2,14546.93,12,10.76,539,4,0,1544.79,2,1
40,38114.86,4.5,57845.04,36,6.33,777,5,0,1407.82,6,0
40,19615.8,2.7,3031.13,48,5.6,831,4,0,1564.02,3,0
31,30694.96,3.4,17462.02,36,9.16,640,0,0,2001.32,16,0
31,35002.39,0.7,43511.12,36,8.77,667,2,0,1537.88,15,1
28,21903.24,0.8,11059.35,24,10.75,589,1,1,1311.1,4,0
49,21976.98,2.7,10189.41,36,6.63,779,2,1,1518.52,9,0
25,48884.2,6.2,7995.75,24,10.69,522,5,0,3702.17,15,1
48,39951.36,11.4,12771.19,36,10.13,556,2,0,2916.41,2,1
45,40439.18,7.4,5454.47,36,8.71,647,4,1,3197.22,1,0
23,55058.76,0.6,9672.03,24,8.7,635,2,0,4147.7,6,0
50,38239.28,5.3,16217.58,36,9.19,639,1,0,2669.46,11,0
34,23808.93,1.6,37355.23,48,5.06,849,3,0,1122.8,11,0
18,23555.68,2.8,8383.23,60,4.81,837,1,0,1805.5,11,0
30,21004.02,1.0,12874.49,48,9.47,648,3,0,1427.07,14,0
38,50448.97,0.5,15932.42,12,7.83,697,7,0,2819.4,3,0
33,22631.59,3.8,3011.78,24,8.94,650,2,0,1748.46,3,0
34,45426.21,15.2,15678.64,36,10.53,532,1,0,3275.7,15,1
27,27872.82,2.4,12039.56,48,9.15,670,2,0,2022.27,10,0
26,68708.96,0.1,12167.26,48,10.43,597,1,1,5414.64,15,1
31,117136.22,15.8,6186.64,48,7.53,757,3,0,9611.68,13,0
35,19944.82,0.2,12192.63,12,7.42,737,4,0,604.72,0,1
32,45676.46,2.6,10303.39,36,11.3,518,0,0,3467.59,3,0
27,165524.0,4.4,27799.41,36,12.04,497,2,0,12869.8,6,0
28,15365.11,0.5,68642.33,24,6.68,768,1,0,-1782.92,11,0
35,181892.73,6.3,13297.21,24,5.07,850,2,2,14573.94,10,0
20,117385.07,3.1,14131.45,48,11.21,542,3,0,9415.41,13,0
28,30034.21,3.4,30410.08,48,10.37,581,3,1,1726.16,8,1
31,63162.79,0.6,11171.61,60,11.82,519,5,1,5016.07,0,1
28,34298.47,0.3,12720.02,48,9.77,580,5,0,2537.0,8,1
48,47721.38,0.3,12875.36,24,13.27,448,1,0,3363.03,15,1
43,44680.55,7.0,23258.15,12,10.51,572,4,1,1673.1,10,0
24,20149.7,4.9,7871.26,48,9.51,639,2,0,1481.35,17,0
33,34012.17,2.0,5050.02,12,6.34,738,2,1,2398.92,1,0
38,31972.72,14.7,23857.66,48,9.39,629,5,1,2066.27,4,0
34,61957.23,2.1,25362.05,36,12.88,463,2,1,4310.02,10,0
39,56470.63,1.3,6606.37,24,8.92,646,4,0,4404.32,9,0
35,21150.59,1.6,5045.28,36,13.41,405,3,0,1591.56,9,0
24,60607.3,5.8,56763.04,36,8.91,629,2,0,3247.94,11,0
28,32688.22,0.8,14513.89,48,11.31,532,1,0,2346.71,11,0
40,27182.62,2.9,2464.36,60,8.12,695,1,1,2215.11,7,0
28,100231.54,5.8,7442.93,36,8.49,656,5,0,8117.71,9,0
39,118997.89,19.1,7981.21,36,8.06,734,1,0,9666.17,10,0
41,43033.07,5.0,5864.49,60,10.24,599,4,0,3460.79,9,0
46,23241.48,0.8,23165.38,36,6.23,747,2,0,1229.64,0,1
38,25539.03,9.8,2118.0,24,9.9,579,2,1,2030.62,1,0
27,28564.05,0.3,15405.27,36,9.67,616,3,0,1885.64,7,0
39,81312.95,0.3,10176.96,24,9.2,648,4,0,6310.21,11,0
28,27098.29,3.8,3265.21,36,13.42,439,4,0,2147.51,5,1
44,40167.83,1.8,25941.26,36,9.15,636,1,0,2520.58,12,0
36,15000.0,2.0,21020.86,36,8.97,638,3,0,581.84,17,0
49,57051.4,12.8,24250.7,60,8.86,681,2,0,4252.52,17,0
33,20541.85,9.4,19189.65,24,9.28,607,2,0,832.68,10,0
28,26551.62,3.0,10674.16,24,9.39,604,1,1,1723.08,17,0
18,46265.9,4.3,20857.77,36,11.23,524,1,0,3170.36,2,1
46,71547.81,0.9,18051.56,48,9.19,641,4,0,5511.47,4,0
39,76970.89,1.5,27729.79,48,8.01,705,2,0,5737.15,16,0
37,78725.29,2.1,12871.18,36,5.31,828,2,1,6172.89,6,0
25,41114.17,1.6,32504.73,48,10.54,558,6,0,2593.32,3,0
30,36357.62,1.8,19345.53,36,10.59,596,3,1,2400.2,7,0
36,81511.41,0.1,17430.02,24,9.2,634,6,0,5994.73,7,0
39,27779.54,2.6,21981.18,48,6.35,771,3,1,1795.2,13,0
22,65555.54,2.1,15296.69,24,7.48,698,2,0,4774.76,13,0
28,65623.96,6.9,14804.12,24,7.23,738,2,0,4804.3,11,0
18,68504.44,0.1,9035.67,24,10.51,597,3,0,5289.62,8,1
34,141885.46,2.5,8267.58,48,10.23,560,4,0,11613.19,5,1
44,20224.88,9.5,25145.3,60,9.95,584,1,1,1151.76,0,1
18,15000.0,1.9,18596.89,24,7.7,684,2,0,411.46,8,1
38,18985.69,3.2,4661.55,60,11.63,491,6,0,1479.32,0,1
46,34520.19,8.0,8260.45,36,8.4,651,0,0,2616.3,1,0
46,92453.65,11.6,14114.28,24,9.46,646,4,0,7056.68,1,0
58,15000.0,4.8,14520.97,48,9.18,652,2,0,887.4,11,0
45,29803.51,1.8,14951.6,36,7.75,704,1,0,2016.82,17,0
54,79886.87,0.4,10872.57,36,10.12,604,3,1,6305.8,10,0
26,70054.43,7.7,10427.32,48,6.68,774,6,2,5589.72,14,0
47,17896.9,12.4,16885.46,48,10.3,589,5,1,1060.71,9,0
40,29211.57,5.2,33525.72,36,9.28,598,3,0,1363.81,5,1
41,28112.05,8.5,14738.32,36,6.51,781,1,0,1890.89,3,0
19,15000.0,1.4,16042.06,36,6.18,803,2,0,760.66,13,0
34,15000.0,2.4,15244.74,48,5.69,831,4,1,894.14,12,0
18,52942.0,3.7,24062.97,60,10.45,567,0,0,3895.22,14,0
33,15000.0,0.0,7733.93,36,8.44,676,2,0,1006.07,16,0
22,75265.37,7.2,7112.71,48,5.26,824,2,0,6107.47,3,0
34,37574.42,8.2,45093.09,24,4.53,850,1,1,1162.38,10,0
19,18330.57,8.1,53764.11,48,9.69,594,2,0,171.94,12,0
34,106563.73,2.1,4783.97,60,12.56,501,3,0,8772.54,5,1
36,85226.33,1.8,13355.04,48,12.09,544,3,0,6749.91,11,0
32,86531.9,4.9,17535.16,36,9.13,665,1,0,6652.32,16,0
32,15000.0,6.5,14131.45,24,7.26,749,3,0,615.63,6,0
33,59423.52,5.5,31783.27,48,10.89,559,3,0,4132.2,14,0
30,15000.0,19.3,6445.82,48,8.54,638,8,1,1091.0,3,0
25,124789.4,2.9,7905.61,48,11.74,455,1,0,10191.94,1,0
36,19605.7,16.7,10399.47,48,11.92,511,3,0,1360.36,16,0
33,38787.33,5.5,32936.9,60,10.01,566,2,1,2532.3,13,0
42,149574.34,1.8,6527.77,48,7.29,768,3,0,12307.33,11,0
38,38587.6,3.6,2090.32,48,8.55,685,6,0,3164.06,8,1
31,20564.74,0.1,20318.15,12,10.34,579,2,0,-75.77,17,0
37,71416.75,1.6,28868.49,60,10.02,589,3,0,5337.74,0,1
53,53854.3,1.3,25793.78,60,7.93,708,4,1,3965.72,16,0
18,37654.3,1.3,18802.56,48,10.98,511,5,0,2652.08,12,0
30,48343.13,0.5,23408.32,12,7.64,685,0,0,1996.24,9,0
35,29865.37,0.3,5562.54,48,9.22,682,1,0,2349.77,1,0
33,25456.54,6.8,3267.35,24,7.45,748,2,1,1974.42,17,0
23,45251.32,0.7,8465.27,48,4.53,850,0,0,3577.79,13,0
26,33374.58,2.6,36643.83,36,7.11,729,4,0,1647.92,3,0
37,79514.63,6.6,8211.35,36,9.4,623,5,0,6363.57,5,1
34,16027.42,21.2,59805.86,24,9.01,687,1,0,-1396.87,2,1
34,92104.03,4.7,17430.78,48,11.41,572,2,1,7221.35,11,0
29,91026.58,1.0,40221.2,24,7.98,697,1,1,5766.82,6,0
50,87886.74,4.4,4362.63,24,9.91,609,2,0,7122.76,11,0
53,15000.0,0.5,20487.9,36,8.09,678,2,0,607.13,0,1
34,77717.9,9.4,41483.44,48,7.29,718,1,0,5477.53,1,0
32,16366.53,0.2,27209.59,24,9.34,675,5,0,116.56,12,0
44,15000.0,1.3,8234.03,36,6.77,773,0,0,996.62,4,0
38,247750.88,1.1,5714.71,36,10.14,563,3,0,20461.13,13,0
21,137480.31,10.0,5685.61,48,12.42,495,5,0,11305.79,17,0
36,87691.59,0.3,40271.51,24,8.31,713,3,0,5480.56,16,0
25,74415.57,2.1,8812.07,60,11.54,529,2,0,6007.32,14,0
34,74013.54,2.7,16569.14,36,8.38,634,0,0,5645.67,16,0
26,131150.65,1.7,21874.94,12,9.82,543,3,1,9007.9,13,0
36,37528.48,1.6,18970.88,48,7.12,714,2,0,2672.04,2,1
34,211884.24,21.2,17554.17,24,12.31,518,3,0,16828.14,10,0
18,15000.0,0.7,1214.81,12,10.01,572,3,0,1143.19,5,1
41,59120.49,1.9,6927.67,12,8.64,663,0,0,4322.03,12,0
53,21337.98,3.4,57025.68,48,8.27,676,6,0,378.76,7,0
35,42252.29,4.0,10950.33,36,5.87,766,3,0,3188.54,17,0
32,34262.49,5.9,7219.56,24,6.9,724,5,1,2532.3,6,0
38,38612.74,5.1,5925.29,48,9.6,586,2,1,3068.58,13,0
18,108876.96,16.6,9865.0,60,7.9,685,5,0,8873.53,2,1
32,15750.62,4.8,32073.27,36,9.45,582,4,0,285.9,5,1
33,17013.44,7.8,5385.87,36,7.16,728,1,0,1251.09,4,0
41,15000.0,3.7,23494.57,48,10.41,511,4,0,649.48,15,1
18,43681.21,2.8,6859.2,12,10.22,628,2,0,3036.37,13,0
40,35743.57,0.9,9470.77,36,10.11,560,0,2,2672.55,3,0
34,24134.45,12.1,16109.66,48,9.89,583,2,0,1603.47,9,0
41,27585.33,6.9,11732.67,24,7.02,769,3,0,1773.37,10,0
34,15000.0,3.8,28075.03,24,9.35,659,1,1,-37.11,6,0
19,28427.04,2.2,6803.43,36,7.36,690,2,1,2157.73,15,1
38,45889.56,5.5,32751.9,48,13.23,465,2,1,2941.73,2,1
31,50261.0,3.4,3019.92,12,9.32,609,1,0,3923.87,10,0
35,32728.82,2.6,5892.85,60,8.52,686,0,0,2606.44,11,0
37,34413.16,0.5,43289.83,24,6.74,753,3,0,934.66,3,0
19,25723.02,10.8,28115.65,48,9.3,622,6,0,1439.91,1,0
35,51242.0,2.0,10426.03,48,8.01,727,2,0,4015.59,15,1
37,134272.02,1.5,10231.49,60,12.84,510,2,0,10957.37,1,0
44,56948.46,0.3,11737.47,12,10.93,613,2,1,3708.71,13,0
